"Customer ID","Customer Name","Invoice Date","Invoice ID","Book Code","Book Name","Category ID","Category Name","Quantity","Price","Amount","Gross Total","Discount","Net Total"
"4","Daniel Allison",2010-04-06,"94096","160","Culprit but Call","4","Horror","1","3500","3500","391300","0.5","195650"
"4","Daniel Allison",2010-04-10,"56100","294","Invincible but Born","7","History","1","2400","2400","87900","0.5","43950"
"4","Daniel Allison",2010-04-10,"56100","386","Rings to Born","8","Autobiography","73","900","65700","87900","0.5","43950"
"4","Daniel Allison",2010-04-10,"56100","323","Cost but Kill","9","Travel","1","3100","3100","87900","0.5","43950"
"4","Daniel Allison",2010-04-10,"56100","242","Kill but Palace","1","Romance","1","3800","3800","87900","0.5","43950"
"4","Daniel Allison",2010-04-10,"56100","340","Kill to Living","2","Adventure","1","1200","1200","87900","0.5","43950"
"4","Daniel Allison",2010-04-10,"56100","120","Love but Palace","6","Educational","1","2200","2200","87900","0.5","43950"
"4","Daniel Allison",2010-04-10,"56100","332","Born but Places","8","Autobiography","1","3200","3200","87900","0.5","43950"
"4","Daniel Allison",2010-04-10,"56100","231","Nightmare and Culprit","4","Horror","1","4000","4000","87900","0.5","43950"
"4","Daniel Allison",2010-04-10,"56100","336","Places and Culprit","9","Travel","1","2300","2300","87900","0.5","43950"
"4","Daniel Allison",2010-08-23,"7235","9","Cry but Rings","7","History","1","3500","3500","39000","0.25","29250"
"4","Daniel Allison",2010-08-23,"7235","106","Culprit to Born","3","Classics","1","4900","4900","39000","0.25","29250"
"4","Daniel Allison",2010-08-23,"7235","317","Nightmare the Cry","3","Classics","1","5000","5000","39000","0.25","29250"
"4","Daniel Allison",2010-08-23,"7235","101","Rings and Rings","4","Horror","1","2400","2400","39000","0.25","29250"
"4","Daniel Allison",2010-08-23,"7235","292","Culprit to Dream","5","Thriller","1","4400","4400","39000","0.25","29250"
"4","Daniel Allison",2010-08-23,"7235","345","Drama the Cost","1","Romance","10","1500","15000","39000","0.25","29250"
"4","Daniel Allison",2010-08-23,"7235","295","Invincible and Wait","6","Educational","1","3800","3800","39000","0.25","29250"
"4","Daniel Allison",2011-05-21,"49506","32","Call to Cost","1","Romance","1","3400","3400","97500","0.5","48750"
"4","Daniel Allison",2011-05-21,"49506","102","Call and Wait","1","Romance","56","1500","84000","97500","0.5","48750"
"4","Daniel Allison",2011-05-21,"49506","149","Living the Kill","6","Educational","1","1500","1500","97500","0.5","48750"
"4","Daniel Allison",2011-05-21,"49506","129","Cost but Living","3","Classics","1","4500","4500","97500","0.5","48750"
"4","Daniel Allison",2011-05-21,"49506","267","Wait to Land","4","Horror","1","4100","4100","97500","0.5","48750"
"4","Daniel Allison",2011-12-20,"90719","181","Kill but Palace","10","Cookery","1","500","500","500","0","500"
"4","Daniel Allison",2010-05-20,"34140","216","Land to Drama","9","Travel","1","1400","1400","1400","0","1400"
"4","Daniel Allison",2011-01-30,"27395","226","Kill and Palace","8","Autobiography","1","1200","1200","6100","0","6100"
"4","Daniel Allison",2011-01-30,"27395","66","Wait the Rings","3","Classics","1","4900","4900","6100","0","6100"
"4","Daniel Allison",2011-07-09,"65555","18","Places and Palace","7","History","1","2000","2000","51100","0.5","25550"
"4","Daniel Allison",2011-07-09,"65555","212","Call the Born","4","Horror","5","1600","8000","51100","0.5","25550"
"4","Daniel Allison",2011-07-09,"65555","383","Cost the Dream","7","History","1","4800","4800","51100","0.5","25550"
"4","Daniel Allison",2011-07-09,"65555","109","Cost to Living","2","Adventure","17","1900","32300","51100","0.5","25550"
"4","Daniel Allison",2011-07-09,"65555","125","Kill the Nightmare","10","Cookery","1","3200","3200","51100","0.5","25550"
"4","Daniel Allison",2011-07-09,"65555","250","Drama to Cost","8","Autobiography","1","800","800","51100","0.5","25550"
"4","Daniel Allison",2011-12-03,"8702","372","Invincible the Living","8","Autobiography","1","2800","2800","24000","0.1","21600"
"4","Daniel Allison",2011-12-03,"8702","273","Born but Places","3","Classics","1","4800","4800","24000","0.1","21600"
"4","Daniel Allison",2011-12-03,"8702","341","Dream and Call","9","Travel","1","2100","2100","24000","0.1","21600"
"4","Daniel Allison",2011-12-03,"8702","29","Wait to Culprit","5","Thriller","1","2900","2900","24000","0.1","21600"
"4","Daniel Allison",2011-12-03,"8702","395","Love to Kill","8","Autobiography","1","1000","1000","24000","0.1","21600"
"4","Daniel Allison",2011-12-03,"8702","160","Culprit but Call","4","Horror","1","3500","3500","24000","0.1","21600"
"4","Daniel Allison",2011-12-03,"8702","83","Cry and Call","2","Adventure","1","4900","4900","24000","0.1","21600"
"4","Daniel Allison",2011-12-03,"8702","327","Invincible to Rings","3","Classics","1","2000","2000","24000","0.1","21600"
"4","Daniel Allison",2011-07-28,"574","190","Rings the Palace","2","Adventure","1","3200","3200","3200","0","3200"
"4","Daniel Allison",2012-08-22,"96965","213","Kill but Culprit","5","Thriller","1","2800","2800","20200","0.1","18180"
"4","Daniel Allison",2012-08-22,"96965","137","Invincible and Culprit","10","Cookery","1","3500","3500","20200","0.1","18180"
"4","Daniel Allison",2012-08-22,"96965","205","Places to Invincible","5","Thriller","3","3300","9900","20200","0.1","18180"
"4","Daniel Allison",2012-08-22,"96965","384","Cry and Land","1","Romance","1","2300","2300","20200","0.1","18180"
"4","Daniel Allison",2012-08-22,"96965","207","Dream and Living","3","Classics","1","1700","1700","20200","0.1","18180"
"4","Daniel Allison",2012-08-12,"97955","380","Economy the Culprit","1","Romance","1","800","800","58100","0.5","29050"
"4","Daniel Allison",2012-08-12,"97955","383","Cost the Dream","7","History","1","4800","4800","58100","0.5","29050"
"4","Daniel Allison",2012-08-12,"97955","152","Cost but Palace","1","Romance","1","2800","2800","58100","0.5","29050"
"4","Daniel Allison",2012-08-12,"97955","114","Dream but Land","1","Romance","90","500","45000","58100","0.5","29050"
"4","Daniel Allison",2012-08-12,"97955","171","Living the Cry","3","Classics","1","4700","4700","58100","0.5","29050"
"4","Daniel Allison",2010-04-10,"57100","391","Living but Kill","9","Travel","1","4300","4300","8900","0","8900"
"4","Daniel Allison",2010-04-10,"57100","157","Places the Cost","10","Cookery","1","1200","1200","8900","0","8900"
"4","Daniel Allison",2010-04-10,"57100","379","Economy to Palace","9","Travel","1","3400","3400","8900","0","8900"
"4","Daniel Allison",2012-04-25,"70846","44","Rings the Rings","6","Educational","1","4800","4800","15300","0.1","13770"
"4","Daniel Allison",2012-04-25,"70846","226","Kill and Palace","8","Autobiography","1","1200","1200","15300","0.1","13770"
"4","Daniel Allison",2012-04-25,"70846","79","Rings to Living","7","History","1","1100","1100","15300","0.1","13770"
"4","Daniel Allison",2012-04-25,"70846","83","Cry and Call","2","Adventure","1","4900","4900","15300","0.1","13770"
"4","Daniel Allison",2012-04-25,"70846","395","Love to Kill","8","Autobiography","1","1000","1000","15300","0.1","13770"
"4","Daniel Allison",2012-04-25,"70846","39","Culprit the Land","10","Cookery","1","1200","1200","15300","0.1","13770"
"4","Daniel Allison",2012-04-25,"70846","381","Wait to Dream","7","History","1","1100","1100","15300","0.1","13770"
"4","Daniel Allison",2012-08-24,"44967","361","Call and Call","10","Cookery","1","2100","2100","37600","0.25","28200"
"4","Daniel Allison",2012-08-24,"44967","175","Invincible and Culprit","6","Educational","1","600","600","37600","0.25","28200"
"4","Daniel Allison",2012-08-24,"44967","203","Cost the Cry","3","Classics","1","4500","4500","37600","0.25","28200"
"4","Daniel Allison",2012-08-24,"44967","238","Invincible to Nightmare","1","Romance","1","3400","3400","37600","0.25","28200"
"4","Daniel Allison",2012-08-24,"44967","140","Culprit but Kill","8","Autobiography","5","4700","23500","37600","0.25","28200"
"4","Daniel Allison",2012-08-24,"44967","9","Cry but Rings","7","History","1","3500","3500","37600","0.25","28200"
"4","Daniel Allison",2010-04-26,"94116","13","Palace but Invincible","8","Autobiography","1","3200","3200","17000","0.1","15300"
"4","Daniel Allison",2010-04-26,"94116","389","Invincible and Rings","4","Horror","1","5000","5000","17000","0.1","15300"
"4","Daniel Allison",2010-04-26,"94116","136","Cry and Rings","7","History","1","2100","2100","17000","0.1","15300"
"4","Daniel Allison",2010-04-26,"94116","49","Places and Culprit","5","Thriller","1","1500","1500","17000","0.1","15300"
"4","Daniel Allison",2010-04-26,"94116","267","Wait to Land","4","Horror","1","4100","4100","17000","0.1","15300"
"4","Daniel Allison",2010-04-26,"94116","228","Rings and Living","1","Romance","1","1100","1100","17000","0.1","15300"
"4","Daniel Allison",2011-07-24,"13570","381","Wait to Dream","7","History","1","1100","1100","313900","0.5","156950"
"4","Daniel Allison",2011-07-24,"13570","167","Born the Cost","3","Classics","2","1600","3200","313900","0.5","156950"
"4","Daniel Allison",2011-07-24,"13570","26","Places the Cost","5","Thriller","1","4600","4600","313900","0.5","156950"
"4","Daniel Allison",2011-07-24,"13570","34","Cry to Cry","5","Thriller","5","500","2500","313900","0.5","156950"
"4","Daniel Allison",2011-07-24,"13570","273","Born but Places","3","Classics","1","4800","4800","313900","0.5","156950"
"4","Daniel Allison",2011-07-24,"13570","334","Call the Call","10","Cookery","66","4500","297000","313900","0.5","156950"
"4","Daniel Allison",2011-07-24,"13570","309","Cost but Places","3","Classics","1","700","700","313900","0.5","156950"
"4","Daniel Allison",2012-05-31,"83882","138","Rings to Love","2","Adventure","1","1300","1300","381600","0.5","190800"
"4","Daniel Allison",2012-05-31,"83882","47","Drama and Call","6","Educational","74","4900","362600","381600","0.5","190800"
"4","Daniel Allison",2012-05-31,"83882","64","Born to Rings","9","Travel","1","3500","3500","381600","0.5","190800"
"4","Daniel Allison",2012-05-31,"83882","345","Drama the Cost","1","Romance","1","1500","1500","381600","0.5","190800"
"4","Daniel Allison",2012-05-31,"83882","184","Land the Rings","5","Thriller","1","3900","3900","381600","0.5","190800"
"4","Daniel Allison",2012-05-31,"83882","247","Living the Love","2","Adventure","1","4600","4600","381600","0.5","190800"
"4","Daniel Allison",2012-05-31,"83882","233","Drama but Nightmare","1","Romance","1","1700","1700","381600","0.5","190800"
"4","Daniel Allison",2012-05-31,"83882","318","Cost and Drama","4","Horror","1","2500","2500","381600","0.5","190800"
"4","Daniel Allison",2011-06-08,"98524","317","Nightmare the Cry","3","Classics","2","5000","10000","318900","0.5","159450"
"4","Daniel Allison",2011-06-08,"98524","146","Nightmare the Love","8","Autobiography","1","2500","2500","318900","0.5","159450"
"4","Daniel Allison",2011-06-08,"98524","9","Cry but Rings","7","History","84","3500","294000","318900","0.5","159450"
"4","Daniel Allison",2011-06-08,"98524","40","Kill the Dream","2","Adventure","1","2300","2300","318900","0.5","159450"
"4","Daniel Allison",2011-06-08,"98524","400","Drama and Cost","5","Thriller","1","1900","1900","318900","0.5","159450"
"4","Daniel Allison",2011-06-08,"98524","195","Invincible the Love","8","Autobiography","1","4700","4700","318900","0.5","159450"
"4","Daniel Allison",2011-06-08,"98524","172","Nightmare the Cost","7","History","1","3500","3500","318900","0.5","159450"
"4","Daniel Allison",2010-06-21,"99172","214","Drama but Born","7","History","28","1600","44800","112800","0.5","56400"
"4","Daniel Allison",2010-06-21,"99172","72","Cost but Living","2","Adventure","61","1000","61000","112800","0.5","56400"
"4","Daniel Allison",2010-06-21,"99172","80","Nightmare to Economy","4","Horror","1","800","800","112800","0.5","56400"
"4","Daniel Allison",2010-06-21,"99172","252","Places but Economy","2","Adventure","1","1400","1400","112800","0.5","56400"
"4","Daniel Allison",2010-06-21,"99172","60","Invincible to Wait","5","Thriller","1","4800","4800","112800","0.5","56400"
"4","Daniel Allison",2012-02-08,"57769","180","Economy to Love","4","Horror","1","4800","4800","4800","0","4800"
"4","Daniel Allison",2010-10-19,"93292","226","Kill and Palace","8","Autobiography","1","1200","1200","16900","0.1","15210"
"4","Daniel Allison",2010-10-19,"93292","86","Cost and Born","3","Classics","1","1800","1800","16900","0.1","15210"
"4","Daniel Allison",2010-10-19,"93292","235","Land but Kill","1","Romance","1","4500","4500","16900","0.1","15210"
"4","Daniel Allison",2010-10-19,"93292","234","Cry but Call","8","Autobiography","1","2900","2900","16900","0.1","15210"
"4","Daniel Allison",2010-10-19,"93292","285","Kill to Drama","7","History","2","1600","3200","16900","0.1","15210"
"4","Daniel Allison",2010-10-19,"93292","18","Places and Palace","7","History","1","2000","2000","16900","0.1","15210"
"4","Daniel Allison",2010-10-19,"93292","325","Culprit to Born","7","History","1","700","700","16900","0.1","15210"
"4","Daniel Allison",2010-10-19,"93292","84","Palace but Cost","7","History","1","600","600","16900","0.1","15210"
"4","Daniel Allison",2010-07-23,"64204","354","Nightmare the Palace","10","Cookery","59","3200","188800","209600","0.5","104800"
"4","Daniel Allison",2010-07-23,"64204","278","Cost but Cry","9","Travel","1","1500","1500","209600","0.5","104800"
"4","Daniel Allison",2010-07-23,"64204","100","Drama but Living","6","Educational","1","4100","4100","209600","0.5","104800"
"4","Daniel Allison",2010-07-23,"64204","80","Nightmare to Economy","4","Horror","19","800","15200","209600","0.5","104800"
"4","Daniel Allison",2010-03-15,"90074","96","Wait the Culprit","10","Cookery","1","1200","1200","19200","0.1","17280"
"4","Daniel Allison",2010-03-15,"90074","355","Born the Economy","9","Travel","3","4700","14100","19200","0.1","17280"
"4","Daniel Allison",2010-03-15,"90074","184","Land the Rings","5","Thriller","1","3900","3900","19200","0.1","17280"
"4","Daniel Allison",2010-04-29,"34119","180","Economy to Love","4","Horror","1","4800","4800","50700","0.5","25350"
"4","Daniel Allison",2010-04-29,"34119","169","Living the Born","10","Cookery","51","900","45900","50700","0.5","25350"
"4","Daniel Allison",2010-09-20,"68263","184","Land the Rings","5","Thriller","1","3900","3900","17700","0.1","15930"
"4","Daniel Allison",2010-09-20,"68263","278","Cost but Cry","9","Travel","1","1500","1500","17700","0.1","15930"
"4","Daniel Allison",2010-09-20,"68263","357","Dream to Born","3","Classics","1","4000","4000","17700","0.1","15930"
"4","Daniel Allison",2010-09-20,"68263","1","Love and Nightmare","8","Autobiography","1","3900","3900","17700","0.1","15930"
"4","Daniel Allison",2010-09-20,"68263","56","Born to Economy","4","Horror","1","1500","1500","17700","0.1","15930"
"4","Daniel Allison",2010-09-20,"68263","200","Call but Economy","6","Educational","1","2900","2900","17700","0.1","15930"
"4","Daniel Allison",2010-03-31,"92090","95","Cost and Nightmare","2","Adventure","81","4200","340200","340200","0.5","170100"
"5","Bernie Alcott",2011-06-28,"85544","340","Kill to Living","2","Adventure","4","1200","4800","30300","0.25","22725"
"5","Bernie Alcott",2011-06-28,"85544","93","Call the Dream","8","Autobiography","1","1900","1900","30300","0.25","22725"
"5","Bernie Alcott",2011-06-28,"85544","90","Living and Land","9","Travel","1","4700","4700","30300","0.25","22725"
"5","Bernie Alcott",2011-06-28,"85544","165","Rings and Drama","5","Thriller","1","1700","1700","30300","0.25","22725"
"5","Bernie Alcott",2011-06-28,"85544","260","Love to Culprit","5","Thriller","4","4300","17200","30300","0.25","22725"
"5","Bernie Alcott",2011-06-06,"15522","285","Kill to Drama","7","History","40","1600","64000","167100","0.5","83550"
"5","Bernie Alcott",2011-06-06,"15522","234","Cry but Call","8","Autobiography","1","2900","2900","167100","0.5","83550"
"5","Bernie Alcott",2011-06-06,"15522","177","Dream to Invincible","8","Autobiography","1","4200","4200","167100","0.5","83550"
"5","Bernie Alcott",2011-06-06,"15522","307","Nightmare and Wait","8","Autobiography","56","1300","72800","167100","0.5","83550"
"5","Bernie Alcott",2011-06-06,"15522","237","Rings and Rings","8","Autobiography","1","3200","3200","167100","0.5","83550"
"5","Bernie Alcott",2011-06-06,"15522","161","Invincible the Kill","1","Romance","1","1700","1700","167100","0.5","83550"
"5","Bernie Alcott",2011-06-06,"15522","296","Nightmare but Love","7","History","3","4700","14100","167100","0.5","83550"
"5","Bernie Alcott",2011-06-06,"15522","63","Invincible and Palace","4","Horror","1","3200","3200","167100","0.5","83550"
"5","Bernie Alcott",2011-06-06,"15522","51","Cry and Invincible","6","Educational","1","1000","1000","167100","0.5","83550"
"5","Bernie Alcott",2011-03-06,"78430","326","Cost to Wait","7","History","1","3400","3400","141900","0.5","70950"
"5","Bernie Alcott",2011-03-06,"78430","392","Culprit and Call","2","Adventure","4","3900","15600","141900","0.5","70950"
"5","Bernie Alcott",2011-03-06,"78430","317","Nightmare the Cry","3","Classics","1","5000","5000","141900","0.5","70950"
"5","Bernie Alcott",2011-03-06,"78430","207","Dream and Living","3","Classics","1","1700","1700","141900","0.5","70950"
"5","Bernie Alcott",2011-03-06,"78430","254","Economy but Economy","5","Thriller","1","2500","2500","141900","0.5","70950"
"5","Bernie Alcott",2011-03-06,"78430","239","Palace and Invincible","6","Educational","1","1700","1700","141900","0.5","70950"
"5","Bernie Alcott",2011-03-06,"78430","357","Dream to Born","3","Classics","28","4000","112000","141900","0.5","70950"
"5","Bernie Alcott",2012-02-15,"53776","374","Call and Call","6","Educational","1","1300","1300","7900","0","7900"
"5","Bernie Alcott",2012-02-15,"53776","338","Palace and Nightmare","8","Autobiography","1","1600","1600","7900","0","7900"
"5","Bernie Alcott",2012-02-15,"53776","37","Economy but Love","1","Romance","1","5000","5000","7900","0","7900"
"5","Bernie Alcott",2011-11-12,"58681","237","Rings and Rings","8","Autobiography","1","3200","3200","208200","0.5","104100"
"5","Bernie Alcott",2011-11-12,"58681","358","Kill to Love","2","Adventure","3","2600","7800","208200","0.5","104100"
"5","Bernie Alcott",2011-11-12,"58681","380","Economy the Culprit","1","Romance","1","800","800","208200","0.5","104100"
"5","Bernie Alcott",2011-11-12,"58681","164","Nightmare but Drama","1","Romance","5","3000","15000","208200","0.5","104100"
"5","Bernie Alcott",2011-11-12,"58681","71","Living but Dream","9","Travel","1","3200","3200","208200","0.5","104100"
"5","Bernie Alcott",2011-11-12,"58681","183","Drama but Born","3","Classics","81","2200","178200","208200","0.5","104100"
"5","Bernie Alcott",2012-04-01,"66822","315","Drama to Culprit","9","Travel","5","3300","16500","24600","0.1","22140"
"5","Bernie Alcott",2012-04-01,"66822","386","Rings to Born","8","Autobiography","1","900","900","24600","0.1","22140"
"5","Bernie Alcott",2012-04-01,"66822","349","Dream the Call","4","Horror","1","3400","3400","24600","0.1","22140"
"5","Bernie Alcott",2012-04-01,"66822","210","Palace to Love","1","Romance","1","3800","3800","24600","0.1","22140"
"5","Bernie Alcott",2011-02-05,"36401","116","Cost and Living","2","Adventure","3","500","1500","7700","0","7700"
"5","Bernie Alcott",2011-02-05,"36401","289","Places to Land","6","Educational","1","500","500","7700","0","7700"
"5","Bernie Alcott",2011-02-05,"36401","36","Rings but Dream","9","Travel","1","2700","2700","7700","0","7700"
"5","Bernie Alcott",2011-02-05,"36401","337","Living and Born","4","Horror","1","3000","3000","7700","0","7700"
"5","Bernie Alcott",2012-02-15,"84776","79","Rings to Living","7","History","1","1100","1100","25600","0.25","19200"
"5","Bernie Alcott",2012-02-15,"84776","191","Places but Cost","3","Classics","1","3100","3100","25600","0.25","19200"
"5","Bernie Alcott",2012-02-15,"84776","170","Cost to Culprit","5","Thriller","1","3400","3400","25600","0.25","19200"
"5","Bernie Alcott",2012-02-15,"84776","342","Wait to Cry","6","Educational","1","2600","2600","25600","0.25","19200"
"5","Bernie Alcott",2012-02-15,"84776","133","Dream the Drama","5","Thriller","1","3400","3400","25600","0.25","19200"
"5","Bernie Alcott",2012-02-15,"84776","237","Rings and Rings","8","Autobiography","1","3200","3200","25600","0.25","19200"
"5","Bernie Alcott",2012-02-15,"84776","153","Drama but Born","5","Thriller","1","3000","3000","25600","0.25","19200"
"5","Bernie Alcott",2012-02-15,"84776","244","Kill but Land","6","Educational","1","800","800","25600","0.25","19200"
"5","Bernie Alcott",2012-02-15,"84776","301","Call to Call","7","History","1","5000","5000","25600","0.25","19200"
"5","Bernie Alcott",2010-08-30,"75242","193","Economy the Cost","3","Classics","1","800","800","85800","0.5","42900"
"5","Bernie Alcott",2010-08-30,"75242","246","Cry but Living","9","Travel","1","1200","1200","85800","0.5","42900"
"5","Bernie Alcott",2010-08-30,"75242","152","Cost but Palace","1","Romance","22","2800","61600","85800","0.5","42900"
"5","Bernie Alcott",2010-08-30,"75242","168","Living to Economy","7","History","1","1600","1600","85800","0.5","42900"
"5","Bernie Alcott",2010-08-30,"75242","130","Living to Rings","1","Romance","3","1200","3600","85800","0.5","42900"
"5","Bernie Alcott",2010-08-30,"75242","158","Places but Call","10","Cookery","5","3400","17000","85800","0.5","42900"
"5","Bernie Alcott",2011-10-03,"84641","74","Palace and Nightmare","2","Adventure","1","2300","2300","150400","0.5","75200"
"5","Bernie Alcott",2011-10-03,"84641","46","Places the Land","1","Romance","1","2300","2300","150400","0.5","75200"
"5","Bernie Alcott",2011-10-03,"84641","278","Cost but Cry","9","Travel","1","1500","1500","150400","0.5","75200"
"5","Bernie Alcott",2011-10-03,"84641","100","Drama but Living","6","Educational","1","4100","4100","150400","0.5","75200"
"5","Bernie Alcott",2011-10-03,"84641","142","Nightmare to Cry","10","Cookery","1","2700","2700","150400","0.5","75200"
"5","Bernie Alcott",2011-10-03,"84641","217","Culprit to Call","2","Adventure","1","4700","4700","150400","0.5","75200"
"5","Bernie Alcott",2011-10-03,"84641","82","Love to Love","2","Adventure","3","1600","4800","150400","0.5","75200"
"5","Bernie Alcott",2011-10-03,"84641","311","Dream to Wait","5","Thriller","8","500","4000","150400","0.5","75200"
"5","Bernie Alcott",2011-10-03,"84641","281","Call to Call","9","Travel","87","1400","121800","150400","0.5","75200"
"5","Bernie Alcott",2011-10-03,"84641","183","Drama but Born","3","Classics","1","2200","2200","150400","0.5","75200"
"5","Bernie Alcott",2012-02-23,"94784","80","Nightmare to Economy","4","Horror","1","800","800","20700","0.1","18630"
"5","Bernie Alcott",2012-02-23,"94784","54","Wait and Rings","9","Travel","4","4100","16400","20700","0.1","18630"
"5","Bernie Alcott",2012-02-23,"94784","9","Cry but Rings","7","History","1","3500","3500","20700","0.1","18630"
"5","Bernie Alcott",2011-11-21,"27690","57","Cost but Cry","9","Travel","1","1100","1100","193200","0.5","96600"
"5","Bernie Alcott",2011-11-21,"27690","381","Wait to Dream","7","History","2","1100","2200","193200","0.5","96600"
"5","Bernie Alcott",2011-11-21,"27690","142","Nightmare to Cry","10","Cookery","1","2700","2700","193200","0.5","96600"
"5","Bernie Alcott",2011-11-21,"27690","297","Love to Living","7","History","1","4400","4400","193200","0.5","96600"
"5","Bernie Alcott",2011-11-21,"27690","151","Palace the Wait","5","Thriller","91","1900","172900","193200","0.5","96600"
"5","Bernie Alcott",2011-11-21,"27690","219","Love to Places","7","History","1","800","800","193200","0.5","96600"
"5","Bernie Alcott",2011-11-21,"27690","202","Drama the Culprit","10","Cookery","1","3400","3400","193200","0.5","96600"
"5","Bernie Alcott",2011-11-21,"27690","264","Born but Land","4","Horror","1","2900","2900","193200","0.5","96600"
"5","Bernie Alcott",2011-11-21,"27690","368","Land and Living","5","Thriller","1","2800","2800","193200","0.5","96600"
"5","Bernie Alcott",2011-03-22,"21446","97","Nightmare to Born","1","Romance","95","2700","256500","286400","0.5","143200"
"5","Bernie Alcott",2011-03-22,"21446","265","Rings the Nightmare","2","Adventure","1","3500","3500","286400","0.5","143200"
"5","Bernie Alcott",2011-03-22,"21446","328","Invincible the Cost","10","Cookery","1","4400","4400","286400","0.5","143200"
"5","Bernie Alcott",2011-03-22,"21446","50","Living but Drama","3","Classics","1","2000","2000","286400","0.5","143200"
"5","Bernie Alcott",2011-03-22,"21446","297","Love to Living","7","History","3","4400","13200","286400","0.5","143200"
"5","Bernie Alcott",2011-03-22,"21446","33","Cry the Love","7","History","1","2800","2800","286400","0.5","143200"
"5","Bernie Alcott",2011-03-22,"21446","231","Nightmare and Culprit","4","Horror","1","4000","4000","286400","0.5","143200"
"5","Bernie Alcott",2010-08-01,"48213","106","Culprit to Born","3","Classics","1","4900","4900","27600","0.25","20700"
"5","Bernie Alcott",2010-08-01,"48213","218","Palace the Drama","9","Travel","1","1800","1800","27600","0.25","20700"
"5","Bernie Alcott",2010-08-01,"48213","105","Call and Dream","2","Adventure","1","1100","1100","27600","0.25","20700"
"5","Bernie Alcott",2010-08-01,"48213","286","Rings to Call","8","Autobiography","1","4400","4400","27600","0.25","20700"
"5","Bernie Alcott",2010-08-01,"48213","353","Kill and Nightmare","10","Cookery","1","1100","1100","27600","0.25","20700"
"5","Bernie Alcott",2010-08-01,"48213","69","Drama the Drama","9","Travel","1","3500","3500","27600","0.25","20700"
"5","Bernie Alcott",2010-08-01,"48213","266","Love to Love","10","Cookery","3","3600","10800","27600","0.25","20700"
"5","Bernie Alcott",2012-04-15,"95836","71","Living but Dream","9","Travel","4","3200","12800","154600","0.5","77300"
"5","Bernie Alcott",2012-04-15,"95836","118","Kill to Economy","3","Classics","1","3600","3600","154600","0.5","77300"
"5","Bernie Alcott",2012-04-15,"95836","222","Land the Culprit","5","Thriller","1","2900","2900","154600","0.5","77300"
"5","Bernie Alcott",2012-04-15,"95836","224","Dream but Economy","5","Thriller","1","5000","5000","154600","0.5","77300"
"5","Bernie Alcott",2012-04-15,"95836","186","Call and Places","1","Romance","65","1900","123500","154600","0.5","77300"
"5","Bernie Alcott",2012-04-15,"95836","136","Cry and Rings","7","History","1","2100","2100","154600","0.5","77300"
"5","Bernie Alcott",2012-04-15,"95836","217","Culprit to Call","2","Adventure","1","4700","4700","154600","0.5","77300"
"5","Bernie Alcott",2011-01-17,"52382","339","Dream and Wait","6","Educational","1","1800","1800","47600","0.25","35700"
"5","Bernie Alcott",2011-01-17,"52382","154","Love to Kill","8","Autobiography","1","4900","4900","47600","0.25","35700"
"5","Bernie Alcott",2011-01-17,"52382","363","Culprit the Cost","3","Classics","5","1600","8000","47600","0.25","35700"
"5","Bernie Alcott",2011-01-17,"52382","12","Cost to Love","5","Thriller","5","4900","24500","47600","0.25","35700"
"5","Bernie Alcott",2011-01-17,"52382","242","Kill but Palace","1","Romance","1","3800","3800","47600","0.25","35700"
"5","Bernie Alcott",2011-01-17,"52382","40","Kill the Dream","2","Adventure","1","2300","2300","47600","0.25","35700"
"5","Bernie Alcott",2011-01-17,"52382","399","Cost to Living","3","Classics","1","2300","2300","47600","0.25","35700"
"5","Bernie Alcott",2011-09-04,"53612","337","Living and Born","4","Horror","1","3000","3000","14100","0.1","12690"
"5","Bernie Alcott",2011-09-04,"53612","178","Call but Born","9","Travel","1","2800","2800","14100","0.1","12690"
"5","Bernie Alcott",2011-09-04,"53612","117","Places to Love","1","Romance","1","1300","1300","14100","0.1","12690"
"5","Bernie Alcott",2011-09-04,"53612","76","Drama to Culprit","8","Autobiography","1","4600","4600","14100","0.1","12690"
"5","Bernie Alcott",2011-09-04,"53612","101","Rings and Rings","4","Horror","1","2400","2400","14100","0.1","12690"
"5","Bernie Alcott",2011-08-19,"56596","94","Palace the Cost","3","Classics","92","700","64400","307000","0.5","153500"
"5","Bernie Alcott",2011-08-19,"56596","78","Born and Invincible","3","Classics","3","4100","12300","307000","0.5","153500"
"5","Bernie Alcott",2011-08-19,"56596","284","Land to Invincible","8","Autobiography","1","900","900","307000","0.5","153500"
"5","Bernie Alcott",2011-08-19,"56596","296","Nightmare but Love","7","History","1","4700","4700","307000","0.5","153500"
"5","Bernie Alcott",2011-08-19,"56596","162","Economy to Born","1","Romance","1","3500","3500","307000","0.5","153500"
"5","Bernie Alcott",2011-08-19,"56596","107","Culprit but Invincible","3","Classics","1","4500","4500","307000","0.5","153500"
"5","Bernie Alcott",2011-08-19,"56596","103","Palace but Land","9","Travel","1","2000","2000","307000","0.5","153500"
"5","Bernie Alcott",2011-08-19,"56596","226","Kill and Palace","8","Autobiography","5","1200","6000","307000","0.5","153500"
"5","Bernie Alcott",2011-08-19,"56596","260","Love to Culprit","5","Thriller","48","4300","206400","307000","0.5","153500"
"5","Bernie Alcott",2011-08-19,"56596","74","Palace and Nightmare","2","Adventure","1","2300","2300","307000","0.5","153500"
